latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-1.8624,105.9702,309.9,2.3,1.5,2023/09/12,1433,Terra,MODIS,79,61.03,292.1,26.7,N,0
-1.8647,105.9652,306.6,2.3,1.5,2023/09/12,1433,Terra,MODIS,69,61.03,292.1,19.3,N,0
-2.2546,106.2176,319.4,1,1,2023/09/13,254,Terra,MODIS,0,61.03,300.9,8.2,D,0
-2.6115,106.706,317.9,1,1,2023/09/13,254,Terra,MODIS,63,61.03,301.2,6.4,D,0
-2.8309,106.5234,317.5,2.4,1.5,2023/09/13,715,Aqua,MODIS,33,61.03,297.4,25.4,D,0
-2.6418,106.266,304.2,1.4,1.2,2023/09/13,1513,Terra,MODIS,58,61.03,291.7,8.4,N,0
-2.6437,106.2533,305.6,1.4,1.2,2023/09/13,1513,Terra,MODIS,65,61.03,291,9.8,N,0
-2.1747,105.8118,313.7,3,1.7,2023/09/14,619,Aqua,MODIS,45,61.03,290.2,34.7,D,0
-2.1756,105.8189,310.4,3,1.7,2023/09/14,619,Aqua,MODIS,25,61.03,290.6,21.4,D,0
-2.9104,106.5604,317.5,1.3,1.1,2023/09/15,701,Aqua,MODIS,58,61.03,300.3,10.1,D,0
-2.9121,106.5492,317.9,1.3,1.1,2023/09/15,701,Aqua,MODIS,53,61.03,300.9,9.7,D,0
-2.9267,106.3813,321.1,1.2,1.1,2023/09/15,701,Aqua,MODIS,69,61.03,301.9,11.7,D,0
-2.9021,106.4114,344.9,1.2,1.1,2023/09/15,701,Aqua,MODIS,92,61.03,302.9,59.3,D,0
-2.6882,106.0639,322.2,1.2,1.1,2023/09/15,701,Aqua,MODIS,71,61.03,300.8,12.8,D,0
-2.4799,106.4319,332.6,1.3,1.1,2023/09/15,701,Aqua,MODIS,63,61.03,299,29.6,D,0
-2.5026,106.2769,325.7,1.2,1.1,2023/09/15,701,Aqua,MODIS,75,61.03,303,15.1,D,0
-2.4356,106.2379,323.1,1.2,1.1,2023/09/15,701,Aqua,MODIS,63,61.03,304.2,11.2,D,0
-2.4045,106.2444,322.2,1.2,1.1,2023/09/15,701,Aqua,MODIS,62,61.03,302.5,10.1,D,0
-1.9792,105.3089,316.5,1.1,1.1,2023/09/15,701,Aqua,MODIS,63,61.03,289.5,10.9,D,0
-1.7742,105.5845,321.2,1.2,1.1,2023/09/15,701,Aqua,MODIS,61,61.03,299.3,12.7,D,0
-1.7757,105.5743,330.3,1.2,1.1,2023/09/15,701,Aqua,MODIS,71,61.03,295.4,26.8,D,0
-1.581,105.5126,321.1,1.2,1.1,2023/09/15,701,Aqua,MODIS,64,61.03,302.9,10.3,D,0
-2.7215,106.5973,311.3,1,1,2023/09/15,1456,Terra,MODIS,81,61.03,294.7,8,N,0
-1.849,105.7338,307.3,1,1,2023/09/15,1457,Terra,MODIS,66,61.03,293.2,6.1,N,0
-2.107,105.3691,310.9,1.7,1.3,2023/09/16,318,Terra,MODIS,47,61.03,292.1,12.2,D,0
-2.3495,106.2409,320.2,1,1,2023/09/17,646,Aqua,MODIS,61,61.03,298.6,9,D,0
-2.7241,106.3818,303.1,2.1,1.4,2023/09/18,1521,Terra,MODIS,53,61.03,289.8,10.5,N,0
-2.4531,106.2769,320.2,1.6,1.2,2023/09/19,632,Aqua,MODIS,71,61.03,297.3,16.3,D,0
-2.0084,105.223,307.3,1,1,2023/09/20,1504,Terra,MODIS,69,61.03,293.5,6,N,0
-2.5882,106.5923,314.8,1.1,1.1,2023/09/20,1504,Terra,MODIS,89,61.03,295.1,12.6,N,0
-1.6971,105.8006,311.9,1.1,1,2023/09/20,1504,Terra,MODIS,82,61.03,293.8,9.7,N,0
-1.6958,105.8099,319.6,1.1,1,2023/09/20,1504,Terra,MODIS,99,61.03,294.3,16.8,N,0
-2.3345,106.1333,320.1,2.9,1.6,2023/09/21,326,Terra,MODIS,75,61.03,294.4,58.6,D,0
-2.3371,105.9319,315.5,3.3,1.7,2023/09/21,617,Aqua,MODIS,53,61.03,292.5,50.5,D,0
-2.523,106.2082,305.7,1.1,1.1,2023/09/21,1839,Aqua,MODIS,65,61.03,287.1,8.3,N,0
-2.2999,106.1059,321.4,1.1,1.1,2023/09/22,659,Aqua,MODIS,74,61.03,285.3,16.9,D,0
-2.3854,106.1557,314.9,1.1,1.1,2023/09/22,659,Aqua,MODIS,56,61.03,294.9,6.8,D,0
-2.4762,106.2263,325.4,1.1,1.1,2023/09/22,659,Aqua,MODIS,76,61.03,300.1,15.9,D,0
-2.6415,106.6132,309.7,1.1,1.1,2023/09/22,1448,Terra,MODIS,78,61.03,294,8.8,N,0
-2.6429,106.6032,305.7,1.1,1.1,2023/09/22,1448,Terra,MODIS,65,61.03,293.6,5.7,N,0
-2.099,105.8171,330.4,1.1,1,2023/09/24,644,Aqua,MODIS,79,61.03,289.4,26.6,D,0
-2.1097,105.8087,348.7,1.1,1,2023/09/24,644,Aqua,MODIS,95,61.03,292.1,60.7,D,0
-2.1083,105.8184,358.6,1.1,1,2023/09/24,644,Aqua,MODIS,99,61.03,298.1,86.2,D,0
-2.1041,106.0438,312.5,1.1,1,2023/09/24,644,Aqua,MODIS,30,61.03,294.2,4.4,D,0
-2.1596,105.9007,322.9,1.1,1,2023/09/24,644,Aqua,MODIS,76,61.03,296.1,13.4,D,0
-2.4551,106.2791,327.7,1.1,1,2023/09/24,644,Aqua,MODIS,80,61.03,299.1,18.1,D,0
-2.6867,105.9439,331.5,1.1,1,2023/09/24,644,Aqua,MODIS,83,61.03,302.2,24.4,D,0
-2.6853,105.9536,322,1.1,1,2023/09/24,644,Aqua,MODIS,74,61.03,302.4,12,D,0
-2.6688,106.0697,320.4,1.1,1,2023/09/24,644,Aqua,MODIS,71,61.03,300.9,10.3,D,0
-2.9194,106.3867,318.2,1.1,1,2023/09/24,644,Aqua,MODIS,69,61.03,301.6,7,D,0
-2.918,106.3961,323.5,1.1,1,2023/09/24,644,Aqua,MODIS,76,61.03,302.1,12.9,D,0
-2.9007,106.5178,318.8,1.1,1,2023/09/24,644,Aqua,MODIS,58,61.03,300.3,9.3,D,0
-2.8994,106.5271,320.1,1,1,2023/09/24,644,Aqua,MODIS,72,61.03,299.7,10.9,D,0
-2.2694,106.1915,317.1,1,1,2023/09/25,253,Terra,MODIS,51,61.03,299.4,6.6,D,0
-2.1031,105.8165,322.2,1,1,2023/09/25,253,Terra,MODIS,74,61.03,301.3,12.2,D,0
-2.6642,106.442,315.8,1,1,2023/09/25,253,Terra,MODIS,48,61.03,295.9,5.3,D,0
-2.4213,105.9238,303.7,1.3,1.1,2023/09/25,1512,Terra,MODIS,53,61.03,293.5,5.9,N,0
-2.4196,105.9355,333.9,1.3,1.1,2023/09/25,1512,Terra,MODIS,100,61.03,294.1,49.7,N,0
-2.8484,106.5189,321,1.7,1.3,2023/09/26,629,Aqua,MODIS,46,61.03,300.5,20.5,D,0
-2.7655,106.523,321.7,1.7,1.3,2023/09/26,629,Aqua,MODIS,72,61.03,298.4,23.8,D,0
-2.8114,106.189,317,1.9,1.3,2023/09/26,629,Aqua,MODIS,59,61.03,297.7,14,D,0
-2.8137,106.1725,316.2,1.9,1.3,2023/09/26,629,Aqua,MODIS,43,61.03,297.9,13,D,0
-2.7668,106.5337,321,1.7,1.3,2023/09/26,629,Aqua,MODIS,74,61.03,297.7,24.9,D,0
-2.8057,106.1831,320.7,1.9,1.3,2023/09/26,629,Aqua,MODIS,74,61.03,297.8,24,D,0
-2.69,106.6621,323.9,1.7,1.3,2023/09/26,629,Aqua,MODIS,0,61.03,298.7,27.2,D,0
-2.0993,105.4471,319.2,2.1,1.4,2023/09/26,630,Aqua,MODIS,0,61.03,298.3,29.2,D,0
-2.1016,105.4542,318.5,2.1,1.4,2023/09/26,630,Aqua,MODIS,0,61.03,298.2,26.3,D,0
-2.1032,105.7963,329.8,1.9,1.4,2023/09/26,630,Aqua,MODIS,83,61.03,289.6,60.8,D,0
-2.1008,105.8133,335.5,1.9,1.4,2023/09/26,630,Aqua,MODIS,87,61.03,285.6,80.8,D,0
-2.4261,106.2698,328.6,1.8,1.3,2023/09/26,630,Aqua,MODIS,81,61.03,292.8,46.2,D,0
-2.4351,106.2599,321.3,1.8,1.3,2023/09/26,630,Aqua,MODIS,54,61.03,293.5,31.1,D,0
-2.4329,106.2759,325.1,1.8,1.3,2023/09/26,630,Aqua,MODIS,57,61.03,291.9,40.2,D,0
-2.4387,106.2773,330.8,1.8,1.3,2023/09/27,711,Aqua,MODIS,80,61.03,304.5,39.7,D,0
-2.4411,106.2612,325.4,1.8,1.3,2023/09/27,711,Aqua,MODIS,69,61.03,303.1,23.4,D,0
-2.4176,106.2576,327.4,1.8,1.3,2023/09/27,711,Aqua,MODIS,76,61.03,303,30.4,D,0
-2.4236,106.2528,328.1,1.8,1.3,2023/09/27,711,Aqua,MODIS,77,61.03,303.8,32.9,D,0
-2.0934,105.4542,318.9,1.6,1.2,2023/09/27,711,Aqua,MODIS,50,61.03,300.7,16.3,D,0
-1.5712,105.4859,328.1,1.6,1.3,2023/09/27,711,Aqua,MODIS,59,61.03,300.6,33.5,D,0
-2.4176,106.262,307.5,1,1,2023/09/27,1455,Terra,MODIS,70,61.03,294.2,6.6,N,0
-2.4354,106.2645,324.7,1,1,2023/09/27,1455,Terra,MODIS,100,61.03,294.6,21.2,N,0
-2.5835,106.5868,307.9,1,1,2023/09/27,1455,Terra,MODIS,71,61.03,295.4,5.7,N,0
-2.5822,106.5957,308.7,1,1,2023/09/27,1455,Terra,MODIS,74,61.03,295.7,6.2,N,0
-2.727,106.294,308.3,1,1,2023/09/27,1455,Terra,MODIS,74,61.03,293.6,7.4,N,0
-2.8904,106.3683,315.3,1,1,2023/09/27,1455,Terra,MODIS,91,61.03,294.5,12.2,N,0
-2.4081,105.8742,337.5,1.8,1.3,2023/09/28,317,Terra,MODIS,66,61.03,297.7,81.5,D,0
-2.0807,105.8402,321.3,1.8,1.3,2023/09/28,317,Terra,MODIS,69,61.03,300.2,23.7,D,0
-2.0846,105.8454,317.9,1.8,1.3,2023/09/28,317,Terra,MODIS,67,61.03,299.5,17.1,D,0
-2.4462,106.2579,316.1,3.6,1.8,2023/09/28,615,Aqua,MODIS,47,61.03,294.2,33.7,D,0
-2.4521,106.2517,315.8,3.6,1.8,2023/09/28,615,Aqua,MODIS,49,61.03,294.6,34.5,D,0
-2.0303,105.9724,313.5,3.7,1.8,2023/09/28,615,Aqua,MODIS,58,61.03,295.8,30.1,D,0
-2.438,106.2397,306,1.2,1.1,2023/09/28,1837,Aqua,MODIS,40,61.03,291.7,8.1,N,0
-2.9333,106.376,316,1.1,1,2023/09/29,656,Aqua,MODIS,22,61.03,297,5.3,D,0
-2.8536,106.1665,321.1,1.1,1,2023/09/29,656,Aqua,MODIS,65,61.03,300.4,8.4,D,0
-2.855,106.1572,320.1,1.1,1,2023/09/29,656,Aqua,MODIS,55,61.03,300.4,7.2,D,0
-2.7712,105.9681,317.8,1,1,2023/09/29,656,Aqua,MODIS,19,61.03,299.8,7.6,D,0
-2.6726,106.0801,332.8,1,1,2023/09/29,656,Aqua,MODIS,83,61.03,299.5,24.1,D,0
-2.5955,106.1003,329.5,1.1,1,2023/09/29,656,Aqua,MODIS,79,61.03,298.2,21.6,D,0
-2.8975,106.5658,305.2,1.6,1.2,2023/09/29,1438,Terra,MODIS,63,61.03,292.3,9.6,N,0
-2.6794,106.3158,307.3,1.6,1.3,2023/09/29,1438,Terra,MODIS,71,61.03,291.3,13.3,N,0
-2.14,106.0108,321.3,1,1,2023/09/30,300,Terra,MODIS,71,61.03,298.5,11.1,D,0
-2.3072,105.9563,315.9,1,1,2023/09/30,300,Terra,MODIS,51,61.03,296.4,7.2,D,0
-2.872,106.31,326.1,1.1,1.1,2023/10/01,642,Aqua,MODIS,80,61.03,295.9,21.1,D,0
-1.7259,106.0306,319.3,2.1,1.4,2023/10/03,627,Aqua,MODIS,73,61.03,284.7,31.1,D,0
-1.7285,106.0123,312,2.1,1.4,2023/10/03,627,Aqua,MODIS,53,61.03,284.5,14,D,0
-1.7365,106.0253,327.1,2.1,1.4,2023/10/03,627,Aqua,MODIS,80,61.03,285.3,54.4,D,0
-2.7002,106.1589,304.7,1.2,1.1,2023/10/04,1446,Terra,MODIS,56,61.03,294.2,5.4,N,0
-2.6987,106.1698,341.6,1.2,1.1,2023/10/04,1446,Terra,MODIS,100,61.03,295.2,60.4,N,0
-2.6857,106.408,305.9,1.2,1.1,2023/10/04,1446,Terra,MODIS,62,61.03,294.4,6.1,N,0
-2.8829,106.2407,306.9,1.2,1.1,2023/10/04,1446,Terra,MODIS,67,61.03,293.9,8.1,N,0
-2.4901,106.4219,304.5,1.2,1.1,2023/10/04,1446,Terra,MODIS,53,61.03,294.3,4.7,N,0
-1.7167,105.8087,310,1.3,1.1,2023/10/04,1446,Terra,MODIS,76,61.03,294,10,N,0
-1.7147,105.814,304.3,1.3,1.1,2023/10/04,1446,Terra,MODIS,48,61.03,293.9,4.7,N,0
-1.7179,105.8083,318.3,1.2,1.1,2023/10/05,307,Terra,MODIS,69,61.03,299.6,9.7,D,0
-2.3009,106.1011,315.6,1.3,1.1,2023/10/05,307,Terra,MODIS,23,61.03,296.9,7.2,D,0
-2.7211,106.1615,311.8,4.2,1.9,2023/10/05,612,Aqua,MODIS,51,61.03,292.3,35.8,D,0
-2.8325,106.2936,322.4,1,1,2023/10/06,654,Aqua,MODIS,71,61.03,299.9,11,D,0
-2.8953,106.3028,321.5,1,1,2023/10/06,654,Aqua,MODIS,66,61.03,299.6,10.2,D,0
-2.9395,106.5752,313.5,1,1,2023/10/06,654,Aqua,MODIS,32,61.03,293.8,5.4,D,0
-2.822,106.1764,323.8,1,1,2023/10/06,654,Aqua,MODIS,73,61.03,304.6,9.4,D,0
-2.1562,106.0632,327.7,1,1,2023/10/06,654,Aqua,MODIS,81,61.03,301.4,14.6,D,0
-2.1549,106.0722,323.4,1,1,2023/10/06,654,Aqua,MODIS,74,61.03,301.3,8.9,D,0
-2.6332,106.0815,321.6,1,1,2023/10/06,654,Aqua,MODIS,69,61.03,301.4,10,D,0
-2.7106,106.0529,324,1,1,2023/10/06,654,Aqua,MODIS,73,61.03,301,12.7,D,0
-2.7503,105.9676,325.1,1,1,2023/10/06,654,Aqua,MODIS,71,61.03,300.5,14.7,D,0
-2.7592,105.9689,322.3,1,1,2023/10/06,654,Aqua,MODIS,71,61.03,300.7,12.1,D,0
-2.758,105.9778,317.4,1,1,2023/10/06,654,Aqua,MODIS,46,61.03,300.1,7.4,D,0
-2.7606,106.1582,327.2,1,1,2023/10/06,654,Aqua,MODIS,78,61.03,302.1,14.9,D,0
-2.4602,106.0817,306.2,2.5,1.5,2023/10/06,1429,Terra,MODIS,67,61.03,294.3,21.1,N,0
-2.4814,106.1667,318.4,1,1,2023/10/07,251,Terra,MODIS,64,61.03,296.7,6.9,D,0
-1.6262,105.6174,319.6,1.1,1,2023/10/07,251,Terra,MODIS,63,61.03,301.9,8.3,D,0
-2.0081,105.4517,317.4,1.1,1,2023/10/07,251,Terra,MODIS,61,61.03,300.2,7.3,D,0
-2.7359,106.4874,304.5,1.4,1.2,2023/10/07,1510,Terra,MODIS,60,61.03,294.2,7.2,N,0
-2.6886,105.9695,304.9,1.3,1.1,2023/10/07,1510,Terra,MODIS,60,61.03,294,6.6,N,0
-2.6902,105.9583,305.2,1.3,1.1,2023/10/07,1510,Terra,MODIS,61,61.03,294,6.9,N,0
-1.7261,105.8378,312.7,1.3,1.1,2023/10/07,1510,Terra,MODIS,85,61.03,295.8,13.6,N,0
-1.7264,105.8316,307.1,1.3,1.1,2023/10/07,1510,Terra,MODIS,70,61.03,295.7,8.5,N,0
-2.8295,106.4686,320.6,1.2,1.1,2023/10/08,639,Aqua,MODIS,68,61.03,301.9,9.7,D,0
-2.7638,106.5801,319.3,1.2,1.1,2023/10/08,639,Aqua,MODIS,69,61.03,297.3,14,D,0
-3.0572,106.5991,317.3,2,1.4,2023/10/10,315,Terra,MODIS,57,61.03,293.9,23.5,D,0
-1.549,105.9082,336.8,1.4,1.2,2023/10/11,706,Aqua,MODIS,76,61.03,300.5,43.5,D,0
-2.8977,106.5269,332.9,1.4,1.2,2023/10/11,706,Aqua,MODIS,83,61.03,304,33,D,0
-2.8871,106.5253,324.4,1.4,1.2,2023/10/11,706,Aqua,MODIS,52,61.03,303.1,16.1,D,0
-2.8062,106.119,320.3,1.4,1.2,2023/10/11,706,Aqua,MODIS,52,61.03,298.8,13.7,D,0
-1.5508,105.896,324.4,1.4,1.2,2023/10/11,706,Aqua,MODIS,77,61.03,300.3,16.8,D,0
-2.7264,106.3833,320,1.7,1.3,2023/10/11,1437,Terra,MODIS,99,61.03,292.8,35.4,N,0
-2.7285,106.3683,303.3,1.7,1.3,2023/10/11,1437,Terra,MODIS,54,61.03,292.6,7.9,N,0
-2.7281,106.3772,317.3,1.7,1.3,2023/10/11,1437,Terra,MODIS,95,61.03,292.8,29.7,N,0
-2.6319,106.3179,312.8,1.7,1.3,2023/10/11,1437,Terra,MODIS,86,61.03,293.7,20.8,N,0
-2.6316,106.3276,303.9,1.7,1.3,2023/10/11,1437,Terra,MODIS,58,61.03,293.5,8.4,N,0
-2.6337,106.3124,307.1,1.7,1.3,2023/10/11,1437,Terra,MODIS,70,61.03,293.6,12.8,N,0
-2.579,106.6198,307.1,1.6,1.3,2023/10/11,1437,Terra,MODIS,68,61.03,294.3,10.4,N,0
-2.581,106.6054,305.1,1.6,1.3,2023/10/11,1437,Terra,MODIS,60,61.03,294.2,8,N,0
-2.5757,106.3962,305.1,1.7,1.3,2023/10/11,1437,Terra,MODIS,63,61.03,293.5,9,N,0
-1.8419,105.397,326.3,1,1,2023/10/12,258,Terra,MODIS,75,61.03,287.7,20.6,D,0
-2.5362,106.4959,316,1.1,1,2023/10/12,258,Terra,MODIS,58,61.03,298.4,5.5,D,0
-2.4983,106.1061,322,1,1,2023/10/12,258,Terra,MODIS,66,61.03,296.4,12.6,D,0
-2.4996,106.1152,323.5,1,1,2023/10/12,258,Terra,MODIS,74,61.03,296.7,14.1,D,0
-2.5073,106.1049,318.7,1,1,2023/10/12,258,Terra,MODIS,28,61.03,296.5,8.9,D,0
-2.5086,106.114,321.7,1,1,2023/10/12,258,Terra,MODIS,55,61.03,297.6,11.9,D,0
-2.6898,106.3021,305.9,1.8,1.3,2023/10/12,1517,Terra,MODIS,65,61.03,293.5,13,N,0
-3.0236,106.6337,340.7,1,1,2023/10/13,651,Aqua,MODIS,90,61.03,298.2,37.6,D,0
-3.0249,106.6249,342.5,1,1,2023/10/13,651,Aqua,MODIS,91,61.03,297.5,40.9,D,0
-3.0243,106.4913,315.9,1,1,2023/10/13,651,Aqua,MODIS,50,61.03,297.6,4.9,D,0
-2.9049,106.4954,324.6,1,1,2023/10/13,651,Aqua,MODIS,61,61.03,305.3,10.2,D,0
-2.8908,106.5295,325.1,1,1,2023/10/13,651,Aqua,MODIS,58,61.03,309.1,10.9,D,0
-2.8782,106.4915,322.8,1,1,2023/10/13,651,Aqua,MODIS,37,61.03,305.9,7.9,D,0
-2.8782,106.4281,317.4,1,1,2023/10/13,651,Aqua,MODIS,59,61.03,301,7.4,D,0
-2.8795,106.4192,315.5,1,1,2023/10/13,651,Aqua,MODIS,45,61.03,300.5,6.2,D,0
-2.8366,106.5151,324.5,1,1,2023/10/13,651,Aqua,MODIS,36,61.03,301.8,10,D,0
-2.8329,106.4149,327.7,1,1,2023/10/13,651,Aqua,MODIS,78,61.03,303.5,16.4,D,0
-2.8205,106.1235,375.7,1,1,2023/10/13,651,Aqua,MODIS,100,61.03,309.4,125.3,D,0
-2.8217,106.1146,355.9,1,1,2023/10/13,651,Aqua,MODIS,98,61.03,306.1,64.9,D,0
-2.8106,106.1254,323.8,1,1,2023/10/13,651,Aqua,MODIS,54,61.03,307.7,12,D,0
-2.8119,106.1165,327.7,1,1,2023/10/13,651,Aqua,MODIS,59,61.03,307.2,17.5,D,0
-2.8221,106.0455,317.3,1,1,2023/10/13,651,Aqua,MODIS,42,61.03,302.8,8.7,D,0
-2.8017,106.1241,378.9,1,1,2023/10/13,651,Aqua,MODIS,100,61.03,306,139.1,D,0
-2.803,106.1152,381.6,1,1,2023/10/13,651,Aqua,MODIS,100,61.03,307.6,151.2,D,0
-2.6943,106.5521,323.6,1,1,2023/10/13,651,Aqua,MODIS,72,61.03,302.8,12.1,D,0
-2.7315,106.2949,348.5,1,1,2023/10/13,651,Aqua,MODIS,94,61.03,306.8,48.4,D,0
-2.7328,106.2861,322.5,1,1,2023/10/13,651,Aqua,MODIS,70,61.03,304.5,9.2,D,0
-2.7738,106.0022,316.5,1,1,2023/10/13,651,Aqua,MODIS,52,61.03,302.4,6.7,D,0
-2.6404,106.2208,396.2,1,1,2023/10/13,651,Aqua,MODIS,100,61.03,304.9,220.2,D,0
-2.6417,106.212,380.1,1,1,2023/10/13,651,Aqua,MODIS,100,61.03,306.2,142.6,D,0
-2.6341,106.1385,324.8,1,1,2023/10/13,651,Aqua,MODIS,72,61.03,302.7,13.3,D,0
-2.5399,106.4086,329.7,1,1,2023/10/13,651,Aqua,MODIS,70,61.03,311.2,14.3,D,0
-2.4275,106.1629,319.7,1,1,2023/10/13,651,Aqua,MODIS,64,61.03,303.5,7.4,D,0
-2.2195,106.1385,322.1,1,1,2023/10/13,651,Aqua,MODIS,69,61.03,305,7.7,D,0
-2.1235,105.8464,320.6,1,1,2023/10/13,651,Aqua,MODIS,41,61.03,299.3,9.8,D,0
-2.0765,106.0421,321.3,1,1,2023/10/13,651,Aqua,MODIS,64,61.03,305.4,7.4,D,0
-2.0794,105.4449,334.2,1,1,2023/10/13,651,Aqua,MODIS,64,61.03,303.8,24.7,D,0
-2.0807,105.4359,317.4,1,1,2023/10/13,651,Aqua,MODIS,47,61.03,302.8,6.7,D,0
-2.0652,105.4795,326.5,1,1,2023/10/13,651,Aqua,MODIS,67,61.03,302.6,15.2,D,0
-2.0665,105.4705,346.9,1,1,2023/10/13,651,Aqua,MODIS,93,61.03,305.3,47.7,D,0
-2.0678,105.4615,324.7,1,1,2023/10/13,651,Aqua,MODIS,75,61.03,304.3,13.1,D,0
-1.9689,105.322,317.7,1,1,2023/10/13,651,Aqua,MODIS,63,61.03,302.9,7,D,0
-1.8078,105.4151,312.2,1,1,2023/10/13,651,Aqua,MODIS,34,61.03,296.4,4.4,D,0
-1.5757,105.9383,322.8,1,1,2023/10/13,651,Aqua,MODIS,76,61.03,307.3,10.2,D,0
-1.5668,105.937,341.2,1,1,2023/10/13,651,Aqua,MODIS,85,61.03,306.3,34.2,D,0
-1.568,105.9281,333.1,1,1,2023/10/13,651,Aqua,MODIS,85,61.03,306.3,21.8,D,0
-2.3026,106.0885,304,1,1,2023/10/14,1501,Terra,MODIS,56,61.03,292.5,4.9,N,0
-2.4315,106.1562,314.5,1,1,2023/10/14,1501,Terra,MODIS,89,61.03,281.7,13.6,N,0
-2.4302,106.1653,341.3,1,1,2023/10/14,1501,Terra,MODIS,100,61.03,282,48.5,N,0
-2.6883,105.9656,311.9,1,1,2023/10/14,1501,Terra,MODIS,84,61.03,289.6,10.5,N,0
-2.7065,106.0616,313.7,2.6,1.5,2023/10/15,322,Terra,MODIS,66,61.03,294.2,25.2,D,0
-1.7459,106.0216,321.6,1.4,1.2,2023/10/15,636,Aqua,MODIS,67,61.03,301.4,13.5,D,0
-1.9257,105.2396,340.8,1.6,1.3,2023/10/15,636,Aqua,MODIS,90,61.03,298.6,71.8,D,0
-2.1785,105.8711,317.4,1.5,1.2,2023/10/15,636,Aqua,MODIS,37,61.03,299.2,13.7,D,0
-2.7473,105.9632,321.4,2.2,1.4,2023/10/16,718,Aqua,MODIS,63,61.03,298.6,35.2,D,0
-2.0487,105.4514,329.9,1.1,1.1,2023/10/17,306,Terra,MODIS,82,61.03,298.2,24.5,D,0
-2.7882,105.9957,313.7,2.9,1.6,2023/10/17,621,Aqua,MODIS,55,61.03,293.7,30.5,D,0
-2.7919,105.9699,314.7,2.9,1.6,2023/10/17,621,Aqua,MODIS,0,61.03,294.2,32.6,D,0
-2.4158,106.2516,336.9,2.8,1.6,2023/10/17,621,Aqua,MODIS,83,61.03,294.3,141.5,D,0
-2.4017,106.2496,317.1,2.8,1.6,2023/10/17,621,Aqua,MODIS,36,61.03,293.9,37.7,D,0
-2.3553,106.1686,314,2.8,1.6,2023/10/17,621,Aqua,MODIS,60,61.03,294,23.1,D,0
-2.405,106.2525,306.6,2.6,1.6,2023/10/17,1525,Terra,MODIS,69,61.03,290.4,22.7,N,0
-2.4031,106.2599,305.8,1,1,2023/10/17,1843,Aqua,MODIS,37,61.03,277.3,8.2,N,0
-2.6739,106.5935,307.6,1,1,2023/10/17,1843,Aqua,MODIS,70,61.03,287.7,8.3,N,0
-2.4036,106.2526,308.5,1.3,1.1,2023/10/19,1508,Terra,MODIS,75,61.03,288.5,10.6,N,0
-1.8674,106.0413,317,1,1,2023/10/21,1452,Terra,MODIS,94,61.03,290.1,14.6,N,0
-2.5941,106.4146,312.5,1.8,1.3,2023/10/22,313,Terra,MODIS,63,61.03,292.4,15.3,D,0
-2.6855,105.9249,311,1.7,1.3,2023/10/22,313,Terra,MODIS,27,61.03,280.7,15.3,D,0
-2.6968,105.9234,315.4,1.7,1.3,2023/10/22,313,Terra,MODIS,0,61.03,278.8,24.1,D,0
-2.7151,106.4498,324,1.6,1.2,2023/10/22,633,Aqua,MODIS,77,61.03,293.1,34.7,D,0
-2.7147,106.4445,325.2,1.6,1.2,2023/10/22,633,Aqua,MODIS,48,61.03,292.9,33.4,D,0
-2.3397,106.1032,313.8,1.7,1.3,2023/10/22,633,Aqua,MODIS,50,61.03,294.4,12.2,D,0
-2.7936,106.4677,316.6,1.6,1.2,2023/10/22,633,Aqua,MODIS,62,61.03,284.7,20.9,D,0
-2.4146,106.2838,324.1,1,1,2023/10/24,256,Terra,MODIS,63,61.03,297.8,13.4,D,0
-2.737,106.6006,316.6,1,1,2023/10/24,256,Terra,MODIS,52,61.03,297.8,7.2,D,0
-3.0369,106.6342,316,1,1,2023/10/24,256,Terra,MODIS,57,61.03,298,7.4,D,0
-2.9434,106.4383,318.7,3.2,1.7,2023/10/24,618,Aqua,MODIS,64,61.03,292.3,64.4,D,0
-2.42,106.2718,314.2,3.2,1.7,2023/10/24,618,Aqua,MODIS,40,61.03,291.7,32.3,D,0
-2.5466,106.6664,314.3,3,1.7,2023/10/24,618,Aqua,MODIS,0,61.03,293.6,27.3,D,0
-3.0073,106.6034,318,1.1,1.1,2023/10/25,700,Aqua,MODIS,63,61.03,301,7.2,D,0
-3.0855,106.5323,328.6,1.1,1.1,2023/10/25,700,Aqua,MODIS,60,61.03,301.7,20.3,D,0
-2.87,106.4164,321.5,1.1,1.1,2023/10/25,700,Aqua,MODIS,70,61.03,299.8,13.2,D,0
-2.7844,106.0016,329.3,1.1,1,2023/10/25,700,Aqua,MODIS,78,61.03,299.8,20,D,0
-2.7765,105.9907,323.8,1.1,1,2023/10/25,700,Aqua,MODIS,52,61.03,299.4,13.2,D,0
-2.7779,105.9811,328.1,1.1,1,2023/10/25,700,Aqua,MODIS,79,61.03,300.7,18.9,D,0
-2.6563,106.4853,345.6,1.1,1.1,2023/10/25,700,Aqua,MODIS,92,61.03,300.4,53.1,D,0
-2.6578,106.4751,344,1.1,1.1,2023/10/25,700,Aqua,MODIS,91,61.03,300.2,49.4,D,0
-2.6469,106.4838,323.2,1.1,1.1,2023/10/25,700,Aqua,MODIS,73,61.03,299.2,15,D,0
-2.642,106.3542,324.7,1.1,1.1,2023/10/25,700,Aqua,MODIS,75,61.03,298.1,18.8,D,0
